TipusCasData,MunicipiDescripcio,SexeDescripcio,TipusCasDescripcio,NumCasos
15/12/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,3
15/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
15/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,3
15/12/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,3
15/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,9
15/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,13
15/12/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
15/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,8
15/12/2020,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,10
15/12/2021,BADALONA,Dona,Positiu PCR,48
15/12/2021,BADALONA,Dona,Positiu TAR,51
15/12/2021,BADALONA,Home,Positiu PCR,56
15/12/2021,BADALONA,Home,Positiu TAR,51
15/12/2021,BARCELONA,Dona,PCR probable,3
15/12/2021,BARCELONA,Dona,Positiu PCR,371
15/12/2021,BARCELONA,Dona,Positiu TAR,519
15/12/2021,BARCELONA,Dona,Positiu per ELISA,2
15/12/2021,BARCELONA,Dona,Positiu per Test Ràpid,2
15/12/2021,BARCELONA,Home,Positiu PCR,307
15/12/2021,BARCELONA,Home,Positiu TAR,463
15/12/2021,BARCELONA,Home,Positiu per ELISA,5
15/12/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,34
15/12/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,37
15/12/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
15/12/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,31
15/12/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,34
15/12/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,4
15/12/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,8
15/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,6
15/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,7
15/12/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
15/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,28
15/12/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,32
15/12/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,16
15/12/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,29
16/01/2021,BADALONA,Dona,Positiu PCR,13
16/01/2021,BADALONA,Dona,Positiu TAR,24
16/01/2021,BADALONA,Dona,Positiu per ELISA,12
16/01/2021,BADALONA,Home,Positiu PCR,11
16/01/2021,BADALONA,Home,Positiu TAR,25
16/01/2021,BADALONA,Home,Positiu per ELISA,2
16/01/2021,BARCELONA,Dona,PCR probable,5
16/01/2021,BARCELONA,Dona,Positiu PCR,92
16/01/2021,BARCELONA,Dona,Positiu TAR,98
16/01/2021,BARCELONA,Dona,Positiu per ELISA,41
16/01/2021,BARCELONA,Home,PCR probable,4
16/01/2021,BARCELONA,Home,Positiu PCR,79
16/01/2021,BARCELONA,Home,Positiu TAR,101
16/01/2021,BARCELONA,Home,Positiu per ELISA,31
16/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,6
16/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,15
16/01/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,3
16/01/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,8
16/01/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,13
16/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
16/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,6
16/01/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
16/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
16/01/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,2
16/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,9
16/01/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,7
16/01/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,11
16/01/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,13
16/01/2022,BADALONA,Dona,Positiu PCR,14
16/01/2022,BADALONA,Dona,Positiu TAR,313
16/01/2022,BADALONA,Home,Positiu PCR,15
16/01/2022,BADALONA,Home,Positiu TAR,291
16/01/2022,BARCELONA,Dona,PCR probable,1
16/01/2022,BARCELONA,Dona,Positiu PCR,120
16/01/2022,BARCELONA,Dona,Positiu TAR,2355
16/01/2022,BARCELONA,Home,PCR probable,1
16/01/2022,BARCELONA,Home,Positiu PCR,103
16/01/2022,BARCELONA,Home,Positiu TAR,2139
16/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
16/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,20
16/01/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,307
16/01/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,14
16/01/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,284
16/01/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,7
16/01/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,53
16/01/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,3
16/01/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,35
16/01/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,6
16/01/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,173
16/01/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,3
16/01/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,141
16/02/2021,BADALONA,Dona,Positiu PCR,16
16/02/2021,BADALONA,Dona,Positiu TAR,8
16/02/2021,BADALONA,Dona,Positiu per ELISA,3
16/02/2021,BADALONA,Home,Positiu PCR,19
16/02/2021,BADALONA,Home,Positiu TAR,15
16/02/2021,BADALONA,Home,Positiu per ELISA,7
16/02/2021,BARCELONA,Dona,PCR probable,3
16/02/2021,BARCELONA,Dona,Positiu PCR,115
16/02/2021,BARCELONA,Dona,Positiu TAR,113
16/02/2021,BARCELONA,Dona,Positiu per ELISA,27
16/02/2021,BARCELONA,Dona,Positiu per Test Ràpid,3
16/02/2021,BARCELONA,Home,Positiu PCR,100
16/02/2021,BARCELONA,Home,Positiu TAR,119
16/02/2021,BARCELONA,Home,Positiu per ELISA,17
16/02/2021,BARCELONA,Home,Positiu per Test Ràpid,1
16/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
16/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,18
16/02/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,22
16/02/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,10
16/02/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,27
16/02/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,3
16/02/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,4
16/02/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,11
16/02/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
16/02/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
16/02/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,11
16/02/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
16/02/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,7
16/02/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,10
16/02/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,11
16/02/2022,BADALONA,Dona,Positiu PCR,5
16/02/2022,BADALONA,Dona,Positiu TAR,52
16/02/2022,BADALONA,Home,Positiu PCR,5
16/02/2022,BADALONA,Home,Positiu TAR,56
16/02/2022,BARCELONA,Dona,PCR probable,1
16/02/2022,BARCELONA,Dona,Positiu PCR,84
16/02/2022,BARCELONA,Dona,Positiu TAR,491
16/02/2022,BARCELONA,Home,Positiu PCR,50
16/02/2022,BARCELONA,Home,Positiu TAR,370
16/02/2022,BARCELONA,Home,Positiu per ELISA,2
16/02/2022,BARCELONA,Home,Positiu per Test Ràpid,1
16/02/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,8
16/02/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,59
16/02/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,15
16/02/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,35
16/02/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,7
16/02/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
16/02/2022,SANT ADRIÀ DE BESÒS,Home,PCR probable,1
16/02/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,3
16/02/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,8
16/02/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,1
16/02/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,27
16/02/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,21
16/03/2020,BADALONA,Dona,Positiu PCR,37
16/03/2020,BADALONA,Dona,Positiu per ELISA,3
16/03/2020,BADALONA,Home,Positiu PCR,21
16/03/2020,BADALONA,Home,Positiu per ELISA,2
16/03/2020,BARCELONA,Dona,Positiu PCR,214
16/03/2020,BARCELONA,Dona,Positiu per ELISA,3
16/03/2020,BARCELONA,Dona,Positiu per Test Ràpid,1
16/03/2020,BARCELONA,Home,Epidemiològic,1
16/03/2020,BARCELONA,Home,PCR probable,1
16/03/2020,BARCELONA,Home,Positiu PCR,194
16/03/2020,BARCELONA,Home,Positiu per ELISA,3
16/03/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,33
16/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Epidemiològic,1
16/03/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
16/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,32
16/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
16/03/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
16/03/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,7
16/03/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
16/03/2020,SANT ADRIÀ DE BESÒS,Home,Epidemiològic,2
16/03/2020,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
16/03/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,9
16/03/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,8
16/03/2021,BADALONA,Dona,PCR probable,1
16/03/2021,BADALONA,Dona,Positiu PCR,11
16/03/2021,BADALONA,Dona,Positiu TAR,5
16/03/2021,BADALONA,Dona,Positiu per ELISA,1
16/03/2021,BADALONA,Home,Positiu PCR,10
16/03/2021,BADALONA,Home,Positiu TAR,8
16/03/2021,BADALONA,Home,Positiu per ELISA,2
16/03/2021,BARCELONA,Dona,PCR probable,3
16/03/2021,BARCELONA,Dona,Positiu PCR,109
16/03/2021,BARCELONA,Dona,Positiu TAR,63
16/03/2021,BARCELONA,Dona,Positiu per ELISA,29
16/03/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
16/03/2021,BARCELONA,Home,PCR probable,4
16/03/2021,BARCELONA,Home,Positiu PCR,112
16/03/2021,BARCELONA,Home,Positiu TAR,53
16/03/2021,BARCELONA,Home,Positiu per ELISA,23
16/03/2021,BARCELONA,Home,Positiu per Test Ràpid,1
16/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
16/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,9
16/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,10
16/03/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
16/03/2021,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
16/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,14
16/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,12
16/03/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
16/03/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
16/03/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
16/03/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,2
16/03/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,11
16/03/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,3
16/03/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
16/03/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,8
16/03/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,8
16/03/2022,BADALONA,Dona,Positiu PCR,5
16/03/2022,BADALONA,Dona,Positiu TAR,49
16/03/2022,BADALONA,Dona,Positiu per ELISA,2
16/03/2022,BADALONA,Home,PCR probable,1
16/03/2022,BADALONA,Home,Positiu PCR,1
16/03/2022,BADALONA,Home,Positiu TAR,35
16/03/2022,BADALONA,Home,Positiu per ELISA,2
16/03/2022,BARCELONA,Dona,PCR probable,1
16/03/2022,BARCELONA,Dona,Positiu PCR,46
16/03/2022,BARCELONA,Dona,Positiu TAR,347
16/03/2022,BARCELONA,Dona,Positiu per ELISA,5
16/03/2022,BARCELONA,Home,Positiu PCR,40
16/03/2022,BARCELONA,Home,Positiu TAR,293
16/03/2022,BARCELONA,Home,Positiu per ELISA,3
16/03/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,8
16/03/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,31
16/03/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,5
16/03/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,26
16/03/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
16/03/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,2
16/03/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,1
16/03/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,1
16/03/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,3
16/03/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,10
16/03/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
16/03/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,11
16/04/2020,BADALONA,Dona,Epidemiològic,1
16/04/2020,BADALONA,Dona,Positiu PCR,29
16/04/2020,BADALONA,Dona,Positiu per ELISA,1
16/04/2020,BADALONA,Home,Positiu PCR,12
16/04/2020,BADALONA,Home,Positiu per ELISA,6
16/04/2020,BARCELONA,Dona,Epidemiològic,14
16/04/2020,BARCELONA,Dona,PCR probable,1
16/04/2020,BARCELONA,Dona,Positiu PCR,247
16/04/2020,BARCELONA,Dona,Positiu TAR,5
16/04/2020,BARCELONA,Dona,Positiu per ELISA,21
16/04/2020,BARCELONA,Dona,Positiu per Test Ràpid,16
16/04/2020,BARCELONA,Home,Epidemiològic,9
16/04/2020,BARCELONA,Home,Positiu PCR,94
16/04/2020,BARCELONA,Home,Positiu TAR,1
16/04/2020,BARCELONA,Home,Positiu per ELISA,10
16/04/2020,BARCELONA,Home,Positiu per Test Ràpid,5
16/04/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,6
16/04/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,35
16/04/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
16/04/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,3
16/04/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,16
16/04/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
16/04/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
16/04/2020,SANT ADRIÀ DE BESÒS,Home,Epidemiològic,2
16/04/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
16/04/2020,SANTA COLOMA DE GRAMENET,Dona,Epidemiològic,1
16/04/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,10
16/04/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
16/04/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,5
16/04/2021,BADALONA,Dona,Positiu PCR,8
16/04/2021,BADALONA,Dona,Positiu TAR,6
16/04/2021,BADALONA,Dona,Positiu per ELISA,3
16/04/2021,BADALONA,Home,PCR probable,1
16/04/2021,BADALONA,Home,Positiu PCR,4
16/04/2021,BADALONA,Home,Positiu TAR,12
16/04/2021,BADALONA,Home,Positiu per ELISA,7
16/04/2021,BARCELONA,Dona,Positiu PCR,110
16/04/2021,BARCELONA,Dona,Positiu TAR,56
16/04/2021,BARCELONA,Dona,Positiu per ELISA,21
16/04/2021,BARCELONA,Home,PCR probable,4
16/04/2021,BARCELONA,Home,Positiu PCR,88
16/04/2021,BARCELONA,Home,Positiu TAR,61
16/04/2021,BARCELONA,Home,Positiu per ELISA,20
16/04/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,3
16/04/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,24
16/04/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,18
16/04/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per ELISA,1
16/04/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,17
16/04/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,12
16/04/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
16/04/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,1
16/04/2021,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,1
16/04/2021,SANT ADRIÀ DE BESÒS,Home,PCR probable,1
16/04/2021,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,1
16/04/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
16/04/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,11
16/04/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,7
16/04/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,1
16/04/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,5
16/04/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,4
16/04/2022,BADALONA,Dona,Positiu PCR,1
16/04/2022,BADALONA,Dona,Positiu TAR,4
16/04/2022,BADALONA,Home,Positiu TAR,3
16/04/2022,BADALONA,Home,Positiu per ELISA,1
16/04/2022,BARCELONA,Dona,Positiu PCR,35
16/04/2022,BARCELONA,Dona,Positiu TAR,91
16/04/2022,BARCELONA,Home,Positiu PCR,15
16/04/2022,BARCELONA,Home,Positiu TAR,56
16/04/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,2
16/04/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,5
16/04/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
16/04/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,4
16/04/2022,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
16/04/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,1
16/04/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,6
16/04/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,3
16/05/2020,BADALONA,Dona,Positiu PCR,1
16/05/2020,BADALONA,Dona,Positiu per ELISA,2
16/05/2020,BADALONA,Home,Positiu per ELISA,3
16/05/2020,BARCELONA,Dona,PCR probable,1
16/05/2020,BARCELONA,Dona,Positiu PCR,24
16/05/2020,BARCELONA,Dona,Positiu TAR,1
16/05/2020,BARCELONA,Dona,Positiu per ELISA,25
16/05/2020,BARCELONA,Dona,Positiu per Test Ràpid,2
16/05/2020,BARCELONA,Home,Positiu PCR,3
16/05/2020,BARCELONA,Home,Positiu per ELISA,18
16/05/2020,BARCELONA,Home,Positiu per Test Ràpid,1
16/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,2
16/05/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,2
16/05/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,2
16/05/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
16/05/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,3
16/05/2021,BADALONA,Dona,Positiu TAR,2
16/05/2021,BADALONA,Dona,Positiu per ELISA,5
16/05/2021,BADALONA,Home,Positiu TAR,1
16/05/2021,BADALONA,Home,Positiu per ELISA,4
16/05/2021,BARCELONA,Dona,Positiu PCR,6
16/05/2021,BARCELONA,Dona,Positiu TAR,15
16/05/2021,BARCELONA,Dona,Positiu per ELISA,1
16/05/2021,BARCELONA,Home,Positiu PCR,13
16/05/2021,BARCELONA,Home,Positiu TAR,11
16/05/2021,L'HOSPITALET DE LLOBREGAT,Dona,PCR probable,1
16/05/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,3
16/05/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,1
16/05/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
16/05/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,2
16/05/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,1
16/05/2021,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,1
16/05/2022,BADALONA,Dona,Positiu PCR,13
16/05/2022,BADALONA,Dona,Positiu TAR,33
16/05/2022,BADALONA,Home,Positiu PCR,12
16/05/2022,BADALONA,Home,Positiu TAR,22
16/05/2022,BARCELONA,Dona,PCR probable,1
16/05/2022,BARCELONA,Dona,Positiu PCR,108
16/05/2022,BARCELONA,Dona,Positiu TAR,364
16/05/2022,BARCELONA,Dona,Positiu per ELISA,1
16/05/2022,BARCELONA,Home,PCR probable,1
16/05/2022,BARCELONA,Home,Positiu PCR,75
16/05/2022,BARCELONA,Home,Positiu TAR,216
16/05/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,8
16/05/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,36
16/05/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,9
16/05/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,33
16/05/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu PCR,2
16/05/2022,SANT ADRIÀ DE BESÒS,Dona,Positiu TAR,6
16/05/2022,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,4
16/05/2022,SANT ADRIÀ DE BESÒS,Home,Positiu TAR,7
16/05/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,8
16/05/2022,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,24
16/05/2022,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,4
16/05/2022,SANTA COLOMA DE GRAMENET,Home,Positiu TAR,11
16/06/2020,BADALONA,Dona,Positiu per ELISA,8
16/06/2020,BADALONA,Home,Positiu PCR,3
16/06/2020,BADALONA,Home,Positiu per ELISA,3
16/06/2020,BADALONA,Home,Positiu per Test Ràpid,1
16/06/2020,BARCELONA,Dona,PCR probable,1
16/06/2020,BARCELONA,Dona,Positiu PCR,8
16/06/2020,BARCELONA,Dona,Positiu per ELISA,20
16/06/2020,BARCELONA,Dona,Positiu per Test Ràpid,6
16/06/2020,BARCELONA,Home,PCR probable,1
16/06/2020,BARCELONA,Home,Positiu PCR,3
16/06/2020,BARCELONA,Home,Positiu per ELISA,14
16/06/2020,BARCELONA,Home,Positiu per Test Ràpid,5
16/06/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,4
16/06/2020,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
16/06/2020,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
16/06/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,1
16/06/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per ELISA,1
16/06/2020,L'HOSPITALET DE LLOBREGAT,Home,Positiu per Test Ràpid,1
16/06/2020,SANT ADRIÀ DE BESÒS,Dona,Positiu per ELISA,2
16/06/2020,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,2
16/06/2020,SANTA COLOMA DE GRAMENET,Dona,Positiu per ELISA,2
16/06/2020,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,2
16/06/2021,BADALONA,Dona,Positiu PCR,3
16/06/2021,BADALONA,Dona,Positiu TAR,5
16/06/2021,BADALONA,Dona,Positiu per Test Ràpid,1
16/06/2021,BADALONA,Home,Positiu PCR,2
16/06/2021,BADALONA,Home,Positiu TAR,4
16/06/2021,BADALONA,Home,Positiu per ELISA,1
16/06/2021,BARCELONA,Dona,PCR probable,1
16/06/2021,BARCELONA,Dona,Positiu PCR,52
16/06/2021,BARCELONA,Dona,Positiu TAR,64
16/06/2021,BARCELONA,Dona,Positiu per ELISA,9
16/06/2021,BARCELONA,Dona,Positiu per Test Ràpid,1
16/06/2021,BARCELONA,Home,PCR probable,3
16/06/2021,BARCELONA,Home,Positiu PCR,66
16/06/2021,BARCELONA,Home,Positiu TAR,53
16/06/2021,BARCELONA,Home,Positiu per ELISA,8
16/06/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,6
16/06/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,8
16/06/2021,L'HOSPITALET DE LLOBREGAT,Dona,Positiu per Test Ràpid,1
16/06/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,5
16/06/2021,L'HOSPITALET DE LLOBREGAT,Home,Positiu TAR,4
16/06/2021,SANT ADRIÀ DE BESÒS,Home,Positiu PCR,2
16/06/2021,SANT ADRIÀ DE BESÒS,Home,Positiu per ELISA,1
16/06/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu PCR,1
16/06/2021,SANTA COLOMA DE GRAMENET,Dona,Positiu TAR,3
16/06/2021,SANTA COLOMA DE GRAMENET,Home,Positiu PCR,3
16/06/2022,BADALONA,Dona,Positiu PCR,4
16/06/2022,BADALONA,Dona,Positiu TAR,31
16/06/2022,BADALONA,Dona,Positiu per ELISA,1
16/06/2022,BADALONA,Home,Positiu PCR,3
16/06/2022,BADALONA,Home,Positiu TAR,21
16/06/2022,BADALONA,Home,Positiu per ELISA,1
16/06/2022,BARCELONA,Dona,PCR probable,2
16/06/2022,BARCELONA,Dona,Positiu PCR,90
16/06/2022,BARCELONA,Dona,Positiu TAR,351
16/06/2022,BARCELONA,Dona,Positiu per Test Ràpid,1
16/06/2022,BARCELONA,Home,PCR probable,5
16/06/2022,BARCELONA,Home,Positiu PCR,70
16/06/2022,BARCELONA,Home,Positiu TAR,180
16/06/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu PCR,12
16/06/2022,L'HOSPITALET DE LLOBREGAT,Dona,Positiu TAR,49
16/06/2022,L'HOSPITALET DE LLOBREGAT,Home,PCR probable,1
16/06/2022,L'HOSPITALET DE LLOBREGAT,Home,Positiu PCR,10
